prompt,prompt_len,target
"Robert Ryman, Minimalist Painter Who Made the Most of White, Dies at 88.",21,False
Obama Immigration Plan Seems to Divide Supreme Court.,10,True
How a Pledge to Dismantle the Minneapolis Police Collapsed.,13,False
Missouri Court Assigns a State Judge to Handle Ferguson Cases.,13,False
Train Carrying Republican Lawmakers to Retreat Crashes Into Truck.,13,False
"Bank Regulator, on the Defensive, Endorses an Obama-Era Approach to Fight Discrimination.",19,True
Obama Charts a New Route to Re-election.,11,True
"As the Ground Shifts, Biden Plays a Bigger Role.",12,False
"Obama Is Said to Pick Ashton Carter, Physicist and Ex-Deputy, as Defense Secretary.",20,True
Vatican Suspends German Bishop Accused of Lavish Spending on Himself.,17,False
"Rex Tillerson, in Japan, Says U.S. Needs ‘Different Approach’ to North Korea.",22,False
"Rome Police Arrest Homeless Man in Murder of Beau Solomon, a U.S. Student.",19,False
North Korea Experts Can See a Lot in a Hemline.,13,False
How Joe Biden Became the Unlikeliest of Online Fund-Raising Superstars.,16,False
Obama Budget Is Dismissed by G.O.P. and Attacked by Left.,19,True
"Obama, Saying Goodbye, Warns of Threats to National Unity.",14,True
Trump Bars CNN’s Jim Acosta From the White House.,13,False
"Obama Reaches Out, but Not Very Far, to Build New Team.",16,True
"On a Trip to Asia, Obama Can’t Escape Mideast.",16,True
France Faces Budget Cuts to Meet European Target.,10,False
Wary Stance From Obama on Ukraine.,10,True
Cash Flow to Terrorists Evades U.S. Efforts.,14,False
Rougher Road for Democrats With Obama Off Ticket.,11,True
Obama Team Turns Its Focus to Tough Re-election Fight.,13,True
"Hillary Clinton Used Personal Email Account at State Dept., Possibly Breaking Rules.",15,False
Israel and United Arab Emirates Strike Major Diplomatic Agreement.,11,False
Iranian Exile Group Poses Vexing Issue for U.S. in Iraq.,17,False
"Donald Trump Is a Punch Line for Obama, Who Is Getting More Jokes Ready.",17,True
A Quiet Exodus: Why Black Worshipers Are Leaving White Evangelical Churches.,15,False
"Trump Says He’ll Delay Speech Until After Shutdown, as Democrats Draft Border Security Plan.",19,False
"In Euro Crisis, Obama Looks to Merkel.",10,True
"50 Years After March, Views of Fitful Progress.",13,False
Donald Trump’s Campaign Stands By Embrace of Putin.,12,False
Hawaii Limits Requests on Obama’s Birth Records.,11,True
"In Tearful Finale, Michelle Obama Says, ‘I Hope I’ve Made You Proud’.",20,True
"His Options Few, Obama Rebukes Egypt’s Leaders.",14,True
"Jane Byrne, Only Woman to Lead Chicago, Dies at 81.",16,False
Obama Seeks to Win Back Wall St. Cash.,12,True
"Pakistani Politician’s Son, Abducted 5 Years Ago, Is Found Alive.",20,False
"Mubarak Refuses to Step Down, Stoking Revolt’s Fury and Resolve.",18,False
"‘We Stand With You,’ Obama Tells Mourners at Texas Memorial.",15,True
Turmoil Deepens in Brazil as House Speaker Splits From Dilma Rousseff’s Coalition.,21,False
Supreme Court Blocks Louisiana Abortion Law.,8,False
"For France, an Alliance Against ISIS May Be Easier Said Than Done.",15,False
Obama Gun Proposal to Look Beyond Mass Shootings.,11,True
Gunmen Kill Arts Advocate in Pakistan After Human Rights Event.,13,False
"Worldly at 35, and Shaping Obama’s Voice.",15,True
Japanese Scramble to Avert Meltdowns as Nuclear Crisis Deepens After Quake.,17,False
Obama Orders Policy Review on Executions.,10,True
"Vann Molyvann, Architect Who Shaped Cambodia’s Capital, Dies at 90.",20,False
Chinese Judges Disciplined in Prostitution Scandal After Videos Circulate Online.,15,False
Obama to Offer Aid for Families in State of the Union Address.,14,True
"Laurence Tribe Fights Climate Case Against Star Pupil From Harvard, President Obama.",15,True
"On Stump, Obama Takes Sharper Tone.",10,True
Obama Willing to Use Executive Orders on Guns.,10,True
Democrats See Perils on Path to Health Cuts.,11,False
C.I.A.’s History Poses Hurdles for an Obama Nominee.,19,True
Fake Islands Bring a Dutch Lake Back to Life.,11,False
Trump Nominees Make Clear Plans to Sweep Away Obama Policies.,13,True
"In Obama’s Visit to Hiroshima, a Complex Calculus of Asian Politics.",16,True
Obama’s Remarks Offer Hope to Opponents of Oil Pipeline.,14,True
"Chapecoense Soccer Team’s Plane Crashes, Leaving Brazil Devastated.",19,False
Obama’s Weekend in Chicago: Thanks for the Memories.,13,True
"Susan Rice, Obama’s Security Adviser, Urges Pakistan to Do More Against Militants.",20,True
A Split From Trump Indicates That Flynn Is Moving to Cooperate With Mueller.,16,False
Trump Team Met With Lawyer Linked to Kremlin During Campaign.,12,False
"In Personnel Appointments, Obama Takes Assertive Tack.",11,True
Senate Votes Down Broad Obamacare Repeal.,9,True
"David Duke, Ex-K.K.K. Leader, to Seek Senate Seat in Louisiana.",21,False
Obama’s Uncertain Path Amid Syria Bloodshed.,11,True
"Obama and Netanyahu, Distrustful Allies, Meet.",12,True
U.K. Independence Party Picks Paul Nuttall to Replace Nigel Farage as Leader.,19,False
Detroit Looks to Health Law to Ease Costs.,10,False
"After Quake, Haitians With Dreams Look for an Exit.",13,False
Donald Trump Won’t Say if He’ll Accept Result of Election.,16,False
Inside the Biggest 2020 Advertising War Against Trump.,14,False
"By Lending a Hand, Christie Gains Some Clout for 2016.",18,False
"After Rockets Fired From Gaza, Israelis Strike Hamas Bases.",12,False
Protests Across Syria Despite Military Presence.,9,False
"A Secret Deal on Drones, Sealed in Blood.",11,False
"Obama Designates National Monument in Maine, to Dismay of Some.",15,True
"Obama’s Plan to Visit Mideast Stirs Hopes, Slightly.",16,True
"When the Bullets Flew, ‘They Didn’t Care That I Was a Woman’.",19,False
Trump Revives Keystone Pipeline Rejected by Obama.,10,True
Onset of Woes Casts Pall Over Obama’s Policy Aspirations.,17,True
A Chinese Poet’s Unusual Path From Isolated Farm Life to Celebrity.,15,False
"Citing Climate Change, Obama Rejects Construction of Keystone XL Oil Pipeline.",16,True
Bad Luck and Worse Manners Tarnish Obama’s Asia Trip.,14,True
Obama’s Leap of Faith on Iran.,10,True
Emails Detail Effort to Silence C.D.C. and Question Its Science.,17,False
Privilege Pulls Qatar Toward Unhealthy Choices.,10,False
"Court Refuses to Reinstate Travel Ban, Dealing Trump Another Legal Loss.",16,False
"Handcuffed for Making Clock, Ahmed Mohamed, 14, Wins Time With Obama.",21,True
Obama Chooses Merrick Garland for Supreme Court.,10,True
"Leaving Asia, Obama Predicts U.S. Tilt Toward Region Will Be Lasting.",18,True
"Trump ‘Ignored and Injured’ the National Interest, Democrats Charge in Impeachment Articles.",19,False
Bad Luck and Worse Manners Tarnish Obama’s Asia Trip.,14,True
"In State of the Union Address, Obama Is to Move Past Hardship and Reset Goals.",20,True
Arrest Imperils Power-Sharing Government in Zimbabwe.,11,False
Obama’s Odds With Congress: Bad to Worse.,12,True
Trump Tries to Shift Blame to Obama for Not Countering Russian Meddling.,16,True
"Leaving Asia, Obama Predicts U.S. Tilt Toward Region Will Be Lasting.",18,True
Cash Flow to Terrorists Evades U.S. Efforts.,14,False
"In a Possible First for Hong Kong, Activists Wanted by Police Gain Protection in Germany.",19,False
"U.S. Murders Surged in 2015, F.B.I. Finds.",23,False
Arkansas Town’s New Owner Has Visions of Its Renaissance.,13,False
"Obama, in an Emerging Myanmar, Vows Support.",12,True
Benghazi Attack Witness Tells of Wounds From Mortar Attack as He Crawled to Safety.,18,False
Obama Social Secretary Ran Into Sharp Elbows.,10,True
Extremists Turn to a Leader to Protect Western Values: Vladimir Putin.,16,False
Pressure Rising as Obama Works to Rein In Russia.,11,True
Obama Says He’ll Order Action to Aid Immigrants.,12,True
U.S. and China Agree to Hold Regular Talks on Hacking.,15,False
"For Justin Trudeau, Canada’s Leader, Revival of Keystone XL Upsets a Balancing Act.",20,False
"Violent Episodes Grow in Tanzania, an African Haven.",11,False
"Wind Still Kicking, Gulf Casinos Mobilize and Spin Back to Life.",17,False
"Obama Is Said to Pick Ashton Carter, Physicist and Ex-Deputy, as Defense Secretary.",20,True
"Susan Rice, Obama’s Security Adviser, Urges Pakistan to Do More Against Militants.",20,True
Obama Delays Syria Strike to Focus on a Russian Plan.,12,True
Obama Seeks to Unify Allies as More Airstrikes Rock Tripoli.,16,True
Michelle Obama Joins Forces With Her Predecessor (and Former Adversary).,16,True
"$400 Million to Iran Was Not a Ransom, Obama Says.",16,True
House G.O.P. Leader Signals He’s Open to Obama Tax Cut.,19,True
Hard-Line Republican Caucus Backs Revised Bill to Repeal Obamacare.,15,True
Obama’s Cautious Call for Action Sets Stage to Revive Gun Debate.,17,True
"60 Years Later, Germany Recalls Its Anti-Soviet Revolt .",15,False
"Obama’s Pick for Defense Is an Ally, and a Lightning Rod.",16,True
Ethiopian Leader’s Death Highlights Gap Between U.S. Interests and Ideals.,19,False
Obama Accelerates Transition of Security to Afghans.,10,True
"Obama Is Said to Pick Ashton Carter, Physicist and Ex-Deputy, as Defense Secretary.",20,True
Fish Off Japan’s Coast Said to Contain Elevated Levels of Cesium.,16,False
Pope Francis to Explore Climate’s Effect on World’s Poor.,15,False
Obama Says Income Gap Is Fraying U.S. Social Fabric.,15,True
A Brazilian Boom Town of ‘Eternal Beauty’ Faces Its Troubled Side.,16,False
"To Contain Iran, Trump’s Newest Line in the Sand Looks a Lot Like Obama’s.",21,True
Peaceful Protest Over Istanbul Park Turns Violent as Police Crack Down.,13,False
Neurosurgeon’s Speeches Have Conservatives Dreaming of 2016.,17,False
Austrians Appear to Reject Changes to Conscript Army.,12,False
Star Hurls Musical Barbs Before Venezuela’s Vote.,13,False
Obama Must Walk Fine Line as Congress Takes Up Agenda.,12,True
Obama Plans 3 Nominations for Key Court.,10,True
"Obama Weighs In on Kenyan Election, Urging Calm.",13,True
"Edith Raymond Locke, Mademoiselle Editor in the 1970s, Dies at 99.",22,False
"State of Union Near, G.O.P. Draws Line on Spending.",17,False
"While Seeking Support, Obama Faces a Frustrated Hispanic Electorate.",14,True
Obama’s Lofty Plans on Gun Violence Amount to Little Action.,15,True
"Mark Andrews, North Dakota Farmer-Politician, Dies at 94.",17,False
Obama Defends Transgender Directive for School Bathrooms.,11,True
Joblessness May Undermine Obama Convention Bump.,10,True
"Southern California’s Hospitals Are Overwhelmed, and It May Get Worse.",16,False
Alabama Victory Provides Blueprint for New Bannon Alliance.,11,False
"The ‘Resistance,’ Raising Big Money, Upends Liberal Politics.",14,False
"Rand Paul, Warning About Spying, Faults Obama.",13,True
"U.S. Troops to Leave Iraq by Year’s End, Obama Says.",18,True
"In Colorado, Bustling With Shoppers, Then Gripped by Chaos.",16,False
Snap Elections for Greek Parliament Are Set for Early May.,12,False
Michelle Obama Makes Ardent Case for Hillary Clinton.,11,True
Obama Unveils Stricter Rules Against Segregation in Housing.,13,True
Obama to Visit a Saudi Arabia Deep in Turmoil.,12,True
"Sparring Over Foreign Policy, Obama Goes on the Offense.",13,True
"As New Delhi Counts the Dead, Questions Swirl About Police Response.",15,False
Obama Renewing U.S. Commitment to NATO Alliance.,13,True
Obama Will Seek Broad Expansion of Overtime Pay.,11,True
"U.N. Rights Chief, Denouncing ‘Gross Inequalities,’ Jabs at China and Israel.",21,False
"Obama, at South by Southwest, Calls for Law Enforcement Access in Encryption Fight.",17,True
Trump Orders Mexican Border Wall to Be Built and Plans to Block Syrian Refugees.,16,False
"In Insider Attack, an Afghan Soldier Opens Fire on Coalition Forces, Killing One.",17,False
Aid Pledge by Group of 8 Seeks to Bolster Arab Democracy.,16,False
Obama Offers New Standards on Police Gear in Wake of Ferguson Protests.,15,True
2 Hostages Killed in Yemen as U.S. Rescue Effort Fails.,16,False
Obama Urges Congress to Restore Unemployment Benefits.,10,True
"Bluster on Twitter, and Off It, Too, From Russia’s NATO Envoy.",19,False
A Strained Alliance: Obama-Netanyahu Rift Grew Over Years.,16,True
"For Trump and the System, Mueller’s Report Is a Turning Point and a Test.",19,False
"The Muslim Brotherhood, Back in a Fight to Survive.",12,False
Obama Set to Offer Stricter Nuclear Deal to Iran.,12,True
"As Obama’s Tour Ends, He Says U.S. Involvement Abroad Must Not.",19,True
Government Says Contract for Covid-19 Database Was Competitively Bid.,15,False
Obama’s Visit to Israel Renews Effort to Free Spy.,14,True
"With Clemency From Obama, Drug Offender Embraces Second Chance.",16,True
House Measure Defies Obama on Immigrants.,9,True
Obama Seizes Chance to Score as an Everyman.,12,True
Obama Plans First Oval Office Speech to Put Pressure on BP.,13,True
Obama’s Vote-Getting Tactics Struggle to Find the Uninsured.,15,True
"Ethan Couch, ‘Affluenza’ Teenager, Had Last Party Before Fleeing, Officials Say.",23,False
Obama Takes New Route to Opposing Parts of Laws.,12,True
Anger After a Raid Kills a Wealthy Afghan With a Murky Past.,16,False
Obama’s Blueprint for Fighting Terrorism Collides With Reality in Iraq.,15,True
Where ‘In Bed With Media’ Can Be Taken More Literally.,14,False
"After Ruling on Gay Policy, New Questions for Obama.",12,True
Russia: Activist Fined Under New Law.,11,False
"Proud of Obama’s Presidency, Blacks Are Sad to See Him Go.",16,True
Reception for Obama Is More Sober Than in 2008.,15,True
"Hours to Go, Just to Get to Work.",11,False
"As Obama Vows to Act on Climate Change, Justices Weigh His Approach.",16,True
"Obama Pardons James Cartwright, General Who Lied to F.B.I. in Leak Case.",21,True
"Mayors See Slight Gains, No Thanks to Congress.",12,False
"With Military Moves Seen in Ukraine, Obama Warns Russia.",13,True
Harassment and Evictions Bedevil Even China’s Well-Off.,16,False
"House Rejects Trade Measure, Rebuffing Obama’s Dramatic Appeal.",16,True
"No Vacancies, but Some Reservations.",9,False
"In India, Another Government Critic Is Silenced by Bullets.",13,False
"In Uganda, Unrest Gains Little Ground.",10,False
‘Key & Peele’ Ends While Nation Could Still Use a Laugh.,16,False
"As Obama Vows to Act on Climate Change, Justices Weigh His Approach.",16,True
President Accused of Fraud in Bolivia Election as He Opens Big Vote Lead.,16,False
Syrian Journalist Who Documented ISIS Atrocities Is Killed in Turkey.,15,False
Buyout Profits Keep Flowing to Romney.,10,False
"In Address, Obama Makes Pitch for Economic Fairness.",11,True
Court Strikes Down Obama Health Care Rule on Insurance Standards.,12,True
Triumphant Obama Faces New Foe in ‘Second-Term Curse’.,15,True
‘Key & Peele’ Ends While Nation Could Still Use a Laugh.,16,False
"Lee Radziwill, Ex-Princess and Sister of Jacqueline Kennedy Onassis, Dies at 85.",23,False
"As May’s Government Teeters Over Brexit, Trump Gives It a Shove.",18,False
Obama Backs Bill to Overhaul Immigration as Debate Is Set.,14,True
Romney Seeks Obama Apology for Bain Attacks.,12,True
"Obama Coalition Is Fraying, Poll Finds.",10,True
Japan Sentences 2 U.S. Sailors to Prison for Rape on Okinawa.,17,False
A Chinese Town’s Deep Bonds With Japan Bring Wealth and Hatred.,16,False
Era Ends as South Carolina Lowers Confederate Flag.,11,False
House Measure Defies Obama on Immigrants.,9,True
Obama Gathers Leaders in Effort to End South Sudan War.,13,True
"Obama, With Reluctance, Returns to Action in Iraq.",14,True
WikiLeaks Releases Trove of Alleged C.I.A. Hacking Documents.,18,False
Zika Warning Spotlights Latin America’s Fight Against Mosquito-Borne Diseases.,18,False
"In Oval Office Speech, Obama Calls for New Focus on Energy Policy.",15,True
Obama’s Plans to Stop ISIS Leave Many Democrats Wanting More.,15,True
More Rain in Colorado Frustrates Rescue Efforts.,10,False
Giving Reins to the States Over Drilling.,10,False
"Once an Outcast, Iranian Minister Carries Hope of Easing Tensions.",17,False
Anti-Obama Protest at Ole Miss Turns Unruly.,12,True
Obama Moves to Expand Rules Aimed at Closing Gender Pay Gap.,14,True
Wisconsin Race Frames Dispute Over Supreme Court Nominee.,11,False
"Despite Outlaw Image, Hells Angels Sue Often.",11,False
Romney Now Says Health Mandate by Obama Is a Tax.,13,True
Ferguson One of 2 Missouri Suburbs Sued Over Gantlet of Traffic Fines and Jail .,20,False
Obama Sends Special Operations Forces to Help Fight ISIS in Syria.,13,True
Russian Espionage Piggybacks on a Cybercriminal’s Hacking.,14,False
Alabamians Defend Arrest of Woman Whose Fetus Died in Shooting.,16,False
How Elizabeth Warren Learned to Fight.,8,False
"The Trump-Kim Summit Was Unprecedented, but the Statement Was Vague.",17,False
"Obama, Seeking Unity on Russia, Meets Obstacles.",12,True
"Obama Pardons James Cartwright, General Who Lied to F.B.I. in Leak Case.",21,True
Justices Won’t Revive Order Barring Voter Intimidation in Ohio.,18,False
Obama Urges China to Check North Koreans.,10,True
"Amid Deficit Fears, Obama Freezes Pay.",10,True
"Obama Lags on Judicial Picks, Limiting His Mark on Courts.",14,True
BP Moves to Fix a Leak as Obama Warns of Damage.,14,True
"Obama Returns to Missouri, Site of Slim 2008 Loss.",16,True
"In Democratic Election Ads in South, a Focus on Racial Scars  .",15,False
Disbelief After Egypt Announces Cures for AIDS and Hepatitis C.,14,False
Obama’s Delicate Balance on Issue of Race and Policing.,14,True
Kerry and Albright Ask Courts to Keep Blocking Trump’s Travel Ban.,15,False
Obama Ready to Authorize Airstrikes on ISIS in Syria.,14,True
Latin America’s Virus Villains: Corrupt Officials Collude With Price Gougers for Body Bags and Flimsy Masks.,26,False
"On the Road to Samarra, Glimpses of Iraq’s New Fractured Reality.",20,False
Obama Renewing U.S. Commitment to NATO Alliance.,13,True
Tunisia: Party Names Premier Candidate.,8,False
"Obama Visits Kenya, Land of His Father, to Promote Local Charity.",15,True
Obama Nears Needed Votes on Iran Nuclear Deal.,11,True
Rougher Road for Democrats With Obama Off Ticket.,11,True
Impeachment Fight May Help a New NAFTA Deal.,12,False
"Poll Finds Most Back Obama, With a Split on Party Lines.",14,True
Sweet-Toothed Egypt Endures a Sugar Crisis: ‘People Are Going to Snap’.,19,False
Mexico’s Hardball Politics Get Even Harder as PRI Fights to Hold On to Power.,19,False
Obama Sets the Record Straight on His 7-Almond Habit.,14,True
Death Sentence for a Top Iraqi Leader in a Day of Bloodshed.,15,False
"Jet Fell Into Ocean With All Lost, Premier Says.",12,False
Michelle Obama Tops Opening Night for Democrats.,9,True
"Obama Weighs In on Kenyan Election, Urging Calm.",13,True
"In Win for Environmentalists, Senate Keeps an Obama-Era Climate Change Rule.",17,True
"As Views Shift on Guns, Reid Corrals Senate.",12,False
"Magna Carta, Still Posing a Challenge at 800.",16,False
Trump Revives Keystone Pipeline Rejected by Obama.,10,True
Obama Pursuing Climate Accord in Lieu of Treaty.,11,True
President Moves to Ease Worries on Surveillance.,10,False
"When Guns Are Sold Illegally, A.T.F. Is Lenient on Punishment.",21,False
Obama Falls Short on Wider Backing for Syria Attack.,11,True
"To Understand ‘Brexit,’ Look to Britain’s Tabloids.",15,False
Obama to Consider Executive Actions on Gun Violence.,10,True
Cost of Environmental Damage in China Growing Rapidly Amid Industrialization.,14,False
"Ehud Barak, Israeli Hawk and No Friend of Iran, Urges Trump to Keep Nuclear Deal.",21,False
"Sudan’s President, in Power Since 1989, Won’t Run Again, Spokesman Says.",25,False
Obama to Hold Town Hall Meeting on Gun Violence.,11,True
Palestinian Women Join Effort to Keep Jews From Contested Holy Site.,14,False
"Pervez Musharraf, Former Pakistani Leader, Sentenced to Death.",16,False
Obama Planning to See ‘Hamilton’ Again to Raise Money for Democrats.,15,True
"Supporters Rally at Trial for Pu Zhiqiang, Chinese Rights Lawyer.",15,False
"As Public Opinion Shifts on Racism, Trump Digs In.",13,False
Hardening of Positions Undercuts Ukraine Peace Accord .,11,False
"Italy, Already Rattled, Is Struck by Another Powerful Quake.",15,False
"Obama Urges Speed on Immigration Plan, but Exposes Conflicts.",14,True
Obama Puts His Weight Behind Smart-Gun Technology.,11,True
BP Moves to Fix a Leak as Obama Warns of Damage.,14,True
Obama Offers New Standards on Police Gear in Wake of Ferguson Protests.,15,True
Israeli and Turkish Diplomats Try to Heal Rift From Raid on Flotilla.,16,False
"Obama, Visiting Gulf, Tries to Lift Economy and Mood.",13,True
17 States Suing on Immigration.,9,False
Obama Suffers Setbacks in Japan and the Mideast.,14,True
"Amid Politics, Obama Drifted Away From Kin.",12,True
Benghazi E-Mails Put White House on the Defensive.,13,False
"After Years of War in Syria, U.N. Passes Resolution on Talks.",17,False
Mask Rules Expand Across U.S. as Clashes Over the Mandates Intensify.,19,False
"Taking 3 States, Romney Looks Beyond G.O.P. Foes to Obama.",20,True
Obama Trails Romney Again in Battle for Campaign Cash.,11,True
A Personal Note as Obama Speaks on Death of Boy.,12,True
"Obama Speaks of Better Days for Economy, With Asterisk.",13,True
"Huntsman, Out of Options, Bets It All on New Hampshire.",16,False
"Obama Stays Course, but the Winds Change.",10,True
"Yellen, Departing Fed, Will Join Brookings.",12,False
"At Once Catholic and Secular, France Debates Gay Marriage.",12,False
Ruling Party Shows Strength Amid Low Turnout in Russian Vote.,14,False
Obama’s New Political Chief Tries to Reassure Democrats.,13,True
"Opposed to Bailouts, but in This Case Willing to Take One.",16,False
Obama Rebukes Donald Trump’s Comments on Nuclear Weapons.,14,True
"Murder at Sea: Captured on Video, but Killers Go Free.",15,False
"Taking 3 States, Romney Looks Beyond G.O.P. Foes to Obama.",20,True
"Before Smoke Rises at Vatican, It’s Romans vs. the Reformers.",17,False
"Brett Kavanaugh, a Conservative Stalwart in Political Fights and on the Bench.",17,False
Campaign Steps Up Its Attacks on Negative Ads by a Pro-Obama ‘Super PAC’.,18,True
Obama Budget Bets Other Concerns Will Trump the Deficit.,11,True
List of Pardons Included Many Tied to Power.,11,False
"Missing Soldier Killed in Battle, Israel Confirms.",11,False
Strong Mexico Quake Shakes Buildings and Nerves in California.,12,False
Dissident Chinese Artist Is Released.,8,False
Hard-Line Republican Caucus Backs Revised Bill to Repeal Obamacare.,15,True
"Victors in Iowa, Sanders and Buttigieg Are Targets in Democratic Debate.",17,False
"Watching the Obamas’ First Date, and Feeling a Little Uncomfortable.",16,True
"Paths to War, Then and Now, Haunt Obama.",13,True
"Giffords Eases Steadily Into New Life, and Cause.",14,False
Lawmakers Seek to Unclog Road to Confirmation.,12,False
Secret Ledger in Ukraine Lists Cash for Donald Trump’s Campaign Chief.,15,False
Generals in Pakistan Push for Shake-Up of Government.,13,False
Victims of Massacre in Mexico Said to Be Migrants.,13,False
"Proud of Obama’s Presidency, Blacks Are Sad to See Him Go.",16,True
Obama Plans Bipartisan Summit on Health Care.,10,True
Democratic Donor Who Pivoted to Trump Draws Scrutiny in Inaugural Inquiry.,17,False
Obama’s Uncertain Path Amid Syria Bloodshed.,11,True
Obama Unveils Stricter Rules Against Segregation in Housing.,13,True
Gay and Transgender Catholics Urge Pope Francis to Take a Stand.,15,False
"Pakistan Court Widens Role, Stirring Fears for Stability.",13,False
"Obama Details Lines of Battle in Budget Plan, and on Libya.",14,True
Obama to Expand Gun Background Checks and Tighten Enforcement.,12,True
"French Lawmakers Visit Crimea, to the Dismay of Officials Back Home.",16,False
Obama’s Blueprint for Fighting Terrorism Collides With Reality in Iraq.,15,True
Obama Vows a Response to Cyberattack on Sony.,12,True
"As Houston Looks to Recover, Small Towns Now Bear the Brunt.",15,False
"BP Is Criticized
Over Oil Spill, but U.S. Missed
Chances to Act.",24,False
"In Haiti, Global Failures on a Cholera Epidemic.",12,False
Obama Vows a Response to Cyberattack on Sony.,12,True
Supreme Court to Hear Obamacare Appeal.,8,True
Ted Cruz Stays Positive Despite Grim Numbers in Indiana.,11,False
China Seeks Tighter Grip in Wake of a Religious Revival.,14,False
"Crises Cascade and Converge, Testing Obama.",11,True
Obama to Push for Wider Deal With G.O.P. on Deficit Cuts.,18,True
Trump Has Put the U.S. and China on the Cusp of a New Cold War.,21,False
"Obama Was Pushed by Drug Industry, E-Mails Suggest.",14,True
"Obama, Down but Not Out, Presses Ahead.",11,True
Obama Considers Expanding Support for Syrian Rebels.,10,True
Obama Assures Disabled Veterans They Will Get Aid.,11,True
Obama Administration Ends Effort to Train Syrians to Combat ISIS.,12,True
"Dealt Setback, Obama Puts Off Immigrant Plan.",12,True
Obama to Call for Laws Covering Data Hacking and Student Privacy.,13,True
Obama Draws Contrast With Romney in His Turn Before Hispanics.,12,True
Ex-Governor of Virginia Is Indicted on Charges Over Loans and Gifts.,16,False
Tight Deadlines and Lagging Funds Bedevil Obama Health Care Law.,15,True
Another Reset With Russia in Obama’s Second Term.,12,True
"Obama Says Iran Strike Is an Option, but Warns Israel.",14,True
"Rejecting Appeal, Pakistani Court Says Premier Must Face Charges.",13,False
Obama Favors Sanctions for Abuse of Venezuela Protesters.,12,True
Trump Insults London Mayor as ‘Loser’ as He Pays Tribute to the Queen.,18,False
Obama Challenges Congress on Job Plan.,8,True
Obama Offers Plan to Cut Deficit by Over $3 Trillion.,14,True
Obama Casts Republicans as Stuck in the Past.,11,True
Tough Path Seen by Obama on Ban of Assault Weapons.,12,True
"Fearing Obama Agenda, States Push to Loosen Gun Laws.",14,True
"Matt Lauer Can Keep New Zealand Ranch, Despite Inquiry Into Conduct.",15,False
Obama Moves to Avert Cancellation of Insurance.,10,True
"In Trump’s Immigration Announcement, a Compromise Snubbed All Around.",16,False
Supreme Court to Hear Challenge to Obama Immigration Actions.,11,True
"Seeking Support and Invoking Faith, Donald Trump Visits a Black Church for the First Time.",19,False
"Presidents Have Declared Dozens of Emergencies, but None Like Trump’s.",18,False
Shift on Executive Power Lets Obama Bypass Rivals.,10,True
Channel Tunnel Migrant Emerges at Center of Asylum Debate.,12,False
Puerto Rican Police Officer Held in Fatal Shooting of 3 Colleagues.,14,False
"Democrats Blink in Shutdown Impasse, Hoping for a Bargain.",13,False
Euro Zone Leaders Weigh New Budget Rules.,9,False
"Obama Visits Louisiana Flood Victims, but Some Are Busy Just Hanging On.",15,True
"Supreme Court Fight Won’t Die, No Matter How Hard Republicans Try.",16,False
Distrust Slows U.S. Training of Pakistanis.,14,False
McConnell Urges States to Help Thwart Obama’s ‘War on Coal’.,18,True
An Unfinished Presidency: Obama Passes the Baton.,11,True
"In G.O.P. Race, Foreign Policy Is a Footnote.",16,False
"Tom Price, Obamacare Critic, Is Trump’s Choice for Health Secretary.",16,True
Obama and Putin Play Diplomatic Poker Over Syria.,10,True
"From Chile to Lebanon, Protests Flare Over Wallet Issues.",13,False
Suicide Bomber Kills 26 Funeral Mourners in Pakistan.,13,False
"In Donald Trump’s Worldview, America Comes First, and Everybody Else Pays.",18,False
Co-Author of Bull-Running Guide Is Gored in Pamplona.,15,False
Life Sentence for Possession of Child Pornography Spurs Debate Over Severity.,14,False
"After Surgery, Surprise $117,000 Medical Bill From Doctor He Didn’t Know.",23,False
Obama’s Backers Seek Big Donors to Press Agenda.,13,True
Obama Team Turns Its Focus to Tough Re-election Fight.,13,True
Protesting at Lunchtime: Defying Trump Becomes a Washington Lifestyle.,15,False
"Massacred at Home, in Misery Abroad, 730,000 Rohingya Are Mired in Hopelessness.",30,False
"After Surgery, Surprise $117,000 Medical Bill From Doctor He Didn’t Know.",23,False
"As Ukraine and Russia Battle Over Orthodoxy, Schism Looms.",15,False
The Trump Administration’s Latest Experiment on the Border: Tent Courts.,15,False
Obama Is Urged to Sharply Curb N.S.A. Data Mining.,18,True
"On a Trip to Asia, Obama Can’t Escape Mideast.",16,True
U.S. Debates Karzai’s Place in Fighting Corruption.,15,False
Obama Details New Policies in Response to Terror Threat.,11,True
"Spying Case Left Obama in Dark, U.S. Officials Say.",16,True
Obama Weighs Steps to Cover Contraception.,10,True
"South Korea Elects Moon Jae-in, Who Backs Talks With North, as President.",20,False
Obama Suffers Setbacks in Japan and the Mideast.,14,True
Pope Meets Victims Abused by Priests in Malta.,11,False
Unrest Over Race Is Testing Obama’s Legacy .,12,True
Karzai’s Kin Use Ties to Gain Power in Afghanistan.,14,False
Obama’s Immigration Plan Could Shield Five Million.,11,True
Questions of Policy and Leadership Dog Obama Before Meeting in Russia.,13,True
"In Republican Debate, Ted Cruz and Marco Rubio Wage Urgent Attacks on Donald Trump.",17,False
"In Letter, Obama Tells Congress U.S. Will Still Press Iran.",16,True
Obama Is Pressed to Open Military Front Against ISIS in Libya.,13,True
"Russian TV Kowtows to Kremlin, Critic Says.",12,False
