prompt,prompt_len,target
US embassy bomb plot trial opens Six suspected Islamic militants go on trial in Paris for an alleged plot to bomb the US embassy in 2001.,32,1
"Ex-Detainee Leading Pakistani Militants A former  prisoner at the U.S. Navy facility in Guantanamo Bay, Cuba, thought to have forged ties with al Qaeda since his release is leading a militant band whose members kidnapped two Chinese engineers in a lawless region of Pakistan near the Afghan border.",64,1
"Legislation expected today to set up do-not-call registry OTTAWA -- Tired of rushing to a ringing phone only to hear telemarketers pitching insurance products, exciting new job opportunities or cable TV packages?",42,0
"Insurers See Hurricane Costs as High as \$23 Billion Insurance claims for damage caused in the United States this year by four major hurricanes may reach \$23 billion, surpassing payments on claims for 1992 #39;s Hurricane Andrew, an insurance industry group said on Friday.",61,0
"Battle for Ryder Cup 'Underdog' Tag at Oakland Hills  BLOOMFIELD HILLS, Michigan (Reuters) - The 19-inch Ryder  Cup is not the only thing coveted by holders Europe and the  United States at Oakland Hills this week.",53,0
"Stocks Down, Oil Retreats, Dollar Sinks  NEW YORK (Reuters) - Stocks fell slightly on Monday as a  retreat in crude prices from a record high was more than offset  by investors' caution about the U.S. presidential election and  a fall in the dollar.",59,0
"NBA Wrap: Lewis Guides SuperSonics Past Lakers  NEW YORK (Reuters) - Rashard Lewis notched a personal  season-high of 37 points, including seven three-pointers, as  the Seattle SuperSonics swept aside the Los Angeles Lakers  108-93 Tuesday to collect their 18th win of the season.",73,0
"Concert blast investigated ISTANBUL, Turkey Turkish authorities say a grenade might have caused last night #39;s explosion that injured at least 13 people attending a pop concert.",38,1
"Culturally Worlds Apart, Children Touch Musically A simulcast music exchange at Carnegie Hall on Saturday showed how technology can transform social studies and musical collaboration.",31,0
"Dollar Stalls Vs Yen  TOKYO (Reuters) - The dollar paused from recent heavy  selling on Wednesday, holding near overnight levels against the  euro and the yen as investors brushed aside revised data that  confirmed sluggish growth in Japan's economy.",51,0
"Asylum applications rise slightly Applications for asylum in the UK rose by 9 in the last three months, according to official figures.",27,1
"Sri Lanka concern over violence (AFP) AFP - Sri Lanka expressed concern over truce violations by Tiger rebels as a top Norwegian envoy prepared to return home empty-handed after failing to end the island's talks deadlock, officials said.",47,1
PM arrives in the Hague Prime Minister Manmohan Singh arrived here tonight to participate in the India-European Union (EU) summit during which a proposal for a strategic partnership will be finalised.,38,0
"Delta May Offer Its Pilots Equity Stake to Get Cuts Delta Air Lines, in an effort to avoid filing for bankruptcy protection, is considering giving its pilots an equity stake in exchange for pay and benefit cuts, a Delta pilot spokeswoman said yesterday. ",49,0
Mass. Launches Computerized Medical Files (AP) AP - Doctors in Massachusetts would be able to access patients' records from any hospital or clinic in the state by computer under an initiative announced Monday.,40,0
"U.S. to Probe Said Vanished Iraq Nukes (AP) AP - The United States said Tuesday it will conduct ""a full investigation"" along with the Iraqi government of the reported disappearance from Iraq's nuclear facilities of high-precision equipment that could be used to make nuclear weapons.",60,1
Stocks Rise on Strong Retail Sales Report NEW YORK - Stocks moved higher Friday as a stronger than expected retail sales report showed that higher oil prices aren't scaring consumers away from spending. Federal Reserve Chairman Alan Greenspan's positive comments on oil prices also encouraged investors...,54,1
Gateway delivers its first BTX motherboard PC Gateway Inc. released the specifications Friday for a retail desktop PC based on a new motherboard design that should help cool high-end processors and graphics cards.,39,0
Bush urges Sinn Fein leader to help move peace process ahead in &lt;b&gt;...&lt;/b&gt; WHITE HOUSE President Bush is urging Sinn Fein (shin fayn) leader Gerry Adams to help speed up the peace process in Northern Ireland.,55,1
"Rumsfeld praises El Salvador for troops deployment in Iraq US Defense Secretary Donald Rumsfeld on Friday applauded El Salvador for its deployment of 380 troops in Iraq and denied any appeal for more troops, reports reaching here said.",48,1
"Polish ambassador: government considers question of WWII &lt;b&gt;...&lt;/b&gt; BERLIN Poland #39;s ambassador to Germany says Poland considers the question of World War Two reparations closed. Nazi Germany invaded Poland in 1939 to start World War Two, and last week, the Polish parliament ",70,1
"No retreat on Iraq, Bush vows UNITED NATIONSThe United States will stick to its guns in Iraq, despite increasing violence, US President George W. Bush vowed yesterday.",34,1
"UN Reports More Darfur Violence, Displaced Camps on Edge  KHARTOUM (Reuters) - African monitors will investigate  reports of attacks by both African rebels and Arab militias on  refugee camps and villages in Sudan's traumatized Darfur  region, the United Nations said on Tuesday.",61,1
Origami peace gesture met with violence in Thailand A creative peace offering has been met with renewed violence in the troubled south of Thailand. Hours after 50 Thai army planes dropped some 100 million Japanese-style origami cranes over the predominantly ,51,1
ROSSI CLOSES IN ON WORLD TITLE Valentino Rossi moved a step nearer his fourth world championship title with a dominant victory in the Portuguese Grand Prix at Estoril today.,35,0
"Macromedia Releases Flex Builder When Macromedia #39;s Flex was released, the company noted that it reflected the emergence of a push toward services-oriented architectures (SOAs), which resulted in applications that are ",47,0
London analysts hard hit by Commerzbank cuts Commerzbank is almost halving the number of people in its London securities operation in a drastic effort to boost the profitability of the loss-making operation.,41,0
"Qaeda Leaders Elusive Despite Pakistan Crackdown Pakistan appears no closer to crippling al Qaeda or snaring its leader, despite scores of militant arrests in recent months which highlighted ",34,1
"Arafat #39;s wife under fire, clashes with PA chiefs PARIS, Nov 9 (AFP) - Suha Arafat, the wife of Palestinian leader Yasser Arafat, has held a covetous vigil in the military hospital where her husband may lie dying, protected by a French law that has let her shoulder her way into the Palestinian power ",74,1
"Stocks Seen Little Changed; Oil Weighs  NEW YORK (Reuters) - Stocks are seen opening little changed  on Monday as crude prices remain high, but insurers may dip on  worries about their potential liabilities after a hurricane  struck Florida on Friday.",52,0
"Thatcher's Son Charged in Coup Plot The son of former British prime minister Margaret Thatcher, an ex-race car driver whose business career has been dogged by accusations of questionable arms deals and shady ventures, was charged Wednesday with helping finance a foiled coup plot in oil-rich Equatorial Guinea.",60,1
"Floyd Norris: \$, , : Some historical perspective The dollar is down, and a lot of the developed world is worried that this could mean the end of economic recoveries. In Europe, where the euro is routinely said to be setting new record highs, governments ",53,1
"Lebanese PM Resigns, Dissolves Cabinet Lebanese Prime Minister Rafik Hariri , left, arrives at the the presidential palace to submit his resignation to President Emil Lahoud Wednesday, Oct. 20, 2004.",49,1
"EU weighs Iranian nuclear reply Iranian negotiators have responded to a deal struck with EU nations last week about the Islamic state #39;s nuclear programme, reports say.",34,1
Diabetes tests 'offer cure hope' Scientists say they have made a breakthrough in transplant technology that could help cure more people with diabetes.,27,1
"Germany Says Thwarts Attack on Iraq PM, 3 Arrested  BERLIN (Reuters) - German police arrested three Iraqis in a  series of raids on Friday and the federal prosecutor said he  believed they were planning an attack on visiting Iraqi Prime  Minister Iyad Allawi.",59,1
"Kashmir meeting dubbed friendly #39; Indian and Pakistani foreign ministers yesterday ended their first round of talks over Kashmir on a positive note, resolving to take forward the peace process, an official said.",41,1
"IBM  #39;Virtually #39; Upping Storage Ante IBM (Quote, Chart) continued to apply pressure to rival EMC (Quote, Chart) on the virtualization front with products that help customers improve how they shuttle data throughout different storage systems.",54,0
Sterling stabilises after falling on data (AFP) AFP - The pound stabilised after falling due to continued weaknesses in British economic data.,28,1
"Sporting World Remembers Sept. 11 Attacks (AP) AP - On the third anniversary of the Sept. 11 attacks, the victims were remembered and honored in sporting events around the country and the world.",45,0
"Group claims to kill Italian hostages in Iraq, but on Web site not &lt;b&gt;...&lt;/b&gt; An Internet statement purportedly by a group which claimed to have kidnapped two Italian aid workers in Iraq said Wednesday it had killed the women.",57,1
"Karzai Clinches Afghan Poll Win, Rival Concedes  KABUL (Reuters) - President Hamid Karzai clinched victory  in Afghanistan's historic presidential poll as his main rival  conceded defeat even before election workers began counting the  final votes on Monday.",54,1
"Hirst restaurant sale makes 11m Fixtures and fittings from Damien Hirst's restaurant Pharmacy sell for 11.1, 8m more than expected.",35,1
Schilling pitches for mates Don't get Curt Schilling wrong. It's hard for him to imagine playing next year without any of the teammates who have helped to make this season special. But Schilling dreads returning next year without two players in particular: Pedro Martinez and Jason Varitek .,59,0
"Argentina Leader Calls IMF Head 'Plantation Owner'  BUENOS AIRES, Argentina (Reuters) - Argentina's leftist  president called IMF head Rodrigo Rato an old-style ""plantation  owner"" for trying to force the South American country to  swallow free-market reforms as a condition for aid.",66,1
"UPDATE 1-Boje withdraws from India tour Spinner Nicky Boje has withdrawn from South Africa #39;s two-test tour to India later this month because he fears being detained over a match-fixing investigation, his lawyer Tony Irish said on Wednesday.",54,0
Foreign diplomats in North Korea en route to site of mysterious blast (AFP) AFP - Diplomats from eight countries left the North Korean capital for the remote site of a mysterious explosion to check Pyongyang's claim that it was not a nuclear blast.,50,1
"Asia-Pacific leaders to spur world trade, fight terror US President George W. Bush and other Asia-Pacific leaders muster in Chile this weekend to spur world trade and suppress terrorism, under the growing menace of nuclear proliferation.",45,1
"Casino-hotel workers make deal Thousands of striking casino-hotel workers reached a tentative contract agreement that signals an end to a bitter, month-old walkout - the longest in Atlantic City casino history.",41,0
New Rules for Auditors Proposed Regulators yesterday proposed new rules that would bar auditors from peddling questionable tax strategies and preparing tax returns for top executives whose companies #39; accounting they review ,39,0
Ukraine Challenger Predicts Mass Cheating in Vote  KIEV (Reuters) - Liberal challenger Viktor Yushchenko  predicted on Friday that Ukrainian authorities would resort to  mass fraud to ensure victory for the establishment candidate in  an increasingly tense weekend presidential poll.,52,1
"Abu Sayyaf kidnapper killed TROOPS killed a member of the Abu Sayyaf Muslim kidnap gang and captured four others in a raid in this southern Philippine city, officials said today.",37,1
"Philips Signs Services Deal With Dell Royal Philips Electronics has signed a services contract with computer maker Dell Inc., which will manage the electronics company #39;s desktop environment.",35,0
Unease at UN Over Russian Terror Blacklist Plan  UNITED NATIONS (Reuters) - Several U.N. Security Council  nations expressed misgivings about a draft resolution  introduced by Russia on Monday that would create a new  blacklist of terrorist suspects subject to extradition.,53,1
"Democrat Wants High Court Nominee List (AP) AP - President Bush should consult with Democrats on Supreme Court nominees to ensure a smooth path to Senate confirmation, incoming Senate Minority Leader Harry Reid of Nevada said Sunday.",43,1
"Crude, Heating Oil Set Records on Storage Draw November light, sweet crude oil futures rose as much as 96 cents on the New York Mercantile Exchange to US\$54.60 a barrel, the highest price in 21 years of trading.",53,0
Democrats Urge Kerry to Turn Up Intensity of Campaign Leading Democrats have urged John Kerry's aides to concentrate on challenging President Bush on domestic issues.,30,1
"Update 5: Oil Prices Slide, Despite Iraq Export Drop Oil prices fell for a fifth consecutive day Thursday despite a sharp drop in Iraqi exports after pipelines were sabotaged - evidence that the bull market may have lost some steam.",47,0
Mexican Volkswagen Workers Strike Over Wage Increase Volkswagen workers in Mexico have gone on strike after rejecting a wage increase offered by company management. ,27,0
"Death Toll Rises in Russia School Standoff BESLAN, Russia - More than 340 people, including 155 children, were killed in the violence that ended a hostage standoff with militants at a southern Russian school, a prosecutor said Saturday. President Vladimir Putin accused the attackers of trying to spark an ethnic conflict that would engulf Russia's troubled Caucasus Mountains region...",76,1
Dell Posts \$846M in 3rd-Quarter Earnings Dell Inc. said its profit surged 25 percent in the third quarter as the world's largest personal computer maker posted record sales due to rising technology spending in the corporate and government sectors in the United States and abroad.,60,0
"Body of Turk Engineer Found in Afghanistan The latest abduction of a foreigner in Afghanistan - a Turkish engineer working on a US-sponsored road project - ended when the kidnappers killed him, apparently so he wouldn #39;t slow them down with police hot on their trail.",56,1
"Trial of alleged terror chief Bashir to continue: judge? (Updated &lt;b&gt;...&lt;/b&gt; An Indonesian court Thursday dismissed defense arguments that the trial of alleged Southeast Asian terror chief Abu Bakar Bashir was illegal, and ordered that proceedings against him should continue.",60,1
American Aaron Peirsol's Gold Restored on Appeal  ATHENS (Reuters) - Aaron Peirsol was awarded gold in the  men's 200 meters backstroke at the Athens Olympics on Thursday  after winning an appeal against his disqualification then  surviving a protest from the British and Austrian teams.,68,0
DORTMUND YOUTH FACE UP TO BAYERN Borussia Dortmund coach Bert van Marwijk may have to select a number of inexperienced players for Saturday #39;s Bundesliga clash against Bayern Munich at the Westfalenstadion.,45,0
VoIP firm tussles with states over phone numbers Dispute between regulators and SBC IP Communications highlights an endangered species: the 10-digit number.,31,0
"Murkowski Braces for Alaska Sen. Primary (AP) AP - Sen. Lisa Murkowski says she has not asked Alaskans to like the way she got her job  #151; she was appointed by her father, Gov. Frank Murkowski.",54,1
"With ban imminent, Prince William joins fox hunt (AFP) AFP - Britain's Prince William went fox hunting, six weeks before the controversial centuries-old bloodsport is to be banned forever, a spokeswoman said.",44,1
"Fire Breaks Out in Turkish Movie Theater A fire broke out at a movie theater during a gala premiere Tuesday night, injuring dozens of people - none seriously, news reports said.",35,1
Israeli coalition partner to quit over Gaza withdrawal Israel #39;s pro-settler National Religious Party (NRP) decided to resign from Prime Minister Ariel Sharon #39;s coalition government after Sharon refused to put his disengagement plan to a national referendum.,55,1
"Italy Lights the Path for the Olympic Torch Christmas on the island of Sicily, New Year #39;s eve at the bay of Naples. Italy mapped out Tuesday a two-month-long journey for the 2006 Winter Olympics torch, which will cross ",56,0
"Clothes junkies flock Model Elizabeth Jagger, daughter of rocker Mick Jagger, is seen on the catwalk during London Fashion Week. Picture:AP. People watchers and pure clothes junkies flocked to London Fashion Week today to see well ",46,1
"Intel Abandons Projection TV Chip Intel first unveiled its plans to develop a liquid on crystal silicon chip in January. In August, the company said the chip would not be released by the end of the year.",43,0
"Malaysia #39;s Abdullah Says Islamic Nations Should Rebuild Iraq Malaysian Prime Minister Abdullah Ahmad Badawi said Islamic nations, including Malaysia, need to help rebuild Iraq, a civilization that was once a symbol of Islam #39;s greatness.",50,1
"Neiman Marcus unveils 2004 Christmas Book Neiman Marcus on Tuesday unveiled its 2004 Christmas Book, which features an extraordinary array of gifts from a his and her bowling alley to a 230-foot-long Zeppelin.",53,0
"A Biographical Behemoth Is Ready to Bend Shelves Walk up St. Giles, the great piazza that runs north of St. Mary Magdalen #39;s church here, with St. John #39;s College to your right and the Ashmolean Museum to your left, and ",61,1
"Typhoon kills 66 in Japan, deadliest in 22 years Japan #39;s deadliest typhoon in more than two decades killed 66 people, news reports said on Thursday as rescuers searched frantically for 22 still missing in floods and landslides.",56,1
Eagles' Mahe Out With Ankle Injury (AP) AP - Philadelphia Eagles punt returner/running back Reno Mahe will miss Sunday's game against Washington because of a high ankle sprain.,41,0
White House welcomes EU-Turkey breakthrough The White House on Friday warmly welcomed a hard-fought deal between the European Union and Turkey that sets the stage for Ankara to start EU entry talks next year.,40,1
"Undaunted PeopleSoft rolls out business apps Although the threat of Oracles hostile takeover continues to cast a shadow over it, PeopleSoft is pressing on with plans to integrate into its product mix the enterprise applications it picked up last year in its acquisition of J.D. Edwards.",57,0
"In US senate race, AIDS-ravaged Kenyan village roots for native son (AFP) AFP - A victory for Barack Obama in his battle for the US senate in the state of Illinois could spell hope for his ancestral Kenyan farming community, fractured by AIDS, years of poverty and illiteracy, villagers hope.",61,1
Kidnapped Australian reporter saved by Google An Australian journalist kidnapped in Iraq was released after the Google Internet search engine confirmed his identity to his captors.,31,1
"Afghan Kidnappers Say Government Agrees Deal Kidnappers of three UN workers in Afghanistan said on Wednesday the government had agreed to terms for their release, despite indications from Afghan and US officials that a compromise was not possible.",46,1
Tennis: Tim slams Cup rules after defeat TIM Henman blasted the Davis Cup rule book as Great Britain today had to face up to another failure to reach the World Group. Henman and Greg Rusedski slumped to a 3-2 defeat over two days in Austria to be relegated to the Euro-African zone.,65,0
"Telenor Boosts Hungarian Wireless Position Telenor will remain a key player in the Hungarian wireless market after it announced its Hungarian mobile arm, Pannon GSM, acquired a UMTS license in Hungary.",41,0
"EU weighs Iranian nuclear reply Iranian negotiators have responded to a deal struck with EU nations last week about the Islamic state #39;s nuclear programme, reports say.",34,1
Building a better English muffin WOBURN -- No sooner had David Vickers finished an on-air interview with West Coast radio host Gene Burns than the requests began pouring in.,35,0
Arsenal #39;s Edu misses Panathinaikos clash Brazilian midfielder Edu will miss Arsenal #39;s Champions League Group E match at home to Panathinaikos on Tuesday. Arsenal #39;s website said Edu was suffering from a calf problem sustained in Saturday #39;s 2-2 draw with Southampton.,71,0
"Allawi unveils candidacy for elections BEIJING, Dec. 16 -- Iraqi Prime Minister Iyad Allawi has unveiled his candidacy for the general elections on January 30. His name appears at the top of a list of candidates submitted by his electoral alliance for seats in the 275-member National Assembly.",67,1
"Hockey teams seek foreign secrets of success (Reuters) Reuters - When India play Pakistan, it is a classic hockey match, their historic rivalry sucking in the whole stadium.",34,1
"GM to cut 430 British jobs, union says A union said that General Motors Corp. plans to cut about 430 jobs at its British Vauxhall operation as part of sweeping cutbacks around Europe.",44,0
RFID Signal Strong in 2005 Radio Frequency Identification technology is going to ring in the new year in more ways than one.,28,0
"Video game pirates hard at work Insiders are blamed for most leaks of hot new titles online; catching suspects is difficult. By Matt Slagle. A month before the video game #39;s scheduled release on Tuesday, illegal copies of the hot sci-fi action ",56,0
"UN gives up on efforts to seek worldwide cloning treaty The United States and other opponents of human cloning shelved their bid Friday for a UN treaty to ban the controversial procedure, unable to overcome opposition by nations seeking to allow cloning for embryonic stem cell research.",51,1
"No Clues Announced in Russia Jet Crashes MOSCOW - A government commission searching for the cause of the near-simultaneous crashes of two airliners began work at one of the wreckage sites Thursday after workers finished combing over the shattered plane. No clues to clear up the mystery, or indicate terrorism, were immediately reported...",64,1
"MedImmune Ends Some Vitaxin Testing MedImmune Inc. said Monday it has ended advanced human testing of its drug Vitaxin to treat rheumatoid arthritis and psoriasis because it failed to show clinical benefits in preliminary results. &lt;BR&gt;&lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\ color=""#666666""&gt;&lt;B&gt;-The Washington Post&lt;/B&gt;&lt;/FONT&gt;",105,0
"Maradona on Christmas Break from Drug Rehab  HAVANA (Reuters) - Diego Maradona left Cuba on Sunday,  interrupting his cocaine-addiction therapy to spend Christmas  at home with his family in defiance of his doctor's advice.",50,0
"Oracle #39;s Phillips talks up PeopleSoft integration DECEMBER 15, 2004 (COMPUTERWORLD) - For the first time since closing a deal to purchase rival PeopleSoft Inc. for \$13.3 billion, Oracle Corp.",54,0
"UK #39;s Blair Says Weapons Report Shows Iraq Breached UN Rules UK Prime Minister Tony Blair said a US report on Iraqi arms programs shows Saddam Hussein was working to acquire banned weapons in breach of United Nations resolutions, justifying the 2003 war to depose him.",59,1
"Wily Devers snares spot in semifinals ATHENS -- The US women #39;s trio of 100-meter sprinters, including five-time Olympian Gail Devers, all raced into the semifinals with strong, controlled performances yesterday in the debut of the track and ...",61,0
"DAILY DIGEST With time running out and its future on the line, US Airways will look to the leaders of the pilots union to do Wednesday what the union #39;s negotiators refused to do over the weekend: accept the airline #39;s demand for \$295 million in pay and benefit cuts.",65,0
"Ericsson Posts 3rd-Qtr Profit; Stock Drops on Outlook (Update4) Ericsson AB, the biggest maker of mobile-phone networks, reported a fourth straight quarterly profit, helped by cost cuts and equipment demand.",47,0
"Rusedski defeat seals fate For close to a decade now, Great Britain #39;s Davis Cup team has consisted of Tim Henman and Greg Rusedski, during which time the elite world group has been reached four times but without a match being won there.",56,0
"VSNL And AMD Launch The Personal Internet Communicator VSNL, Indias largest telecommunications service provider, a member of TATA group of companies and AMD (NYSE: AMD) today launched the Personal Internet Communicator (PIC), a high-quality, affordable, and easy-to-use, consumer device that will help ",66,0
"At lest 22 die in north Iraq clashes, curfews slapped on &lt;b&gt;...&lt;/b&gt; MOSUL, Iraq, Nov 10 (AFP) - At least 22 people were killed in a wave of violence in northern Iraq Wednesday, prompting the government to slap curfews on the Sunni Muslim cities of Mosul and Baiji.",83,1
"ATA says its not leaving Midway Airport INDIANAPOLIS ATA Airlines is denying reports that it wants to sell its gates at Chicago #39;s Midway Airport. The Indianapolis-based airline released a brief statement from chairman J-George Mikelsons, saying ",52,0
PM delays Euro trip for dead sailor Prime Minister Paul Martin has delayed his European tour so he can be in Halifax tomorrow when the body of Lieut. Chris Saunders arrives back in Canada.,37,1
Afghans begin voting under shadow of Taliban threat Afghans braved threats of Taliban attacks to begin voting today in a historic presidential election that they hope will mark the beginning of the end to a quarter century of conflict.,43,1
"U.S.: Iran May Seek to Mate Missile, Nuclear Warhead  MANAUS, Brazil (Reuters) - Washington has intelligence  suggesting Iran is working on the technology to deliver a  nuclear warhead on a missile, Secretary of State Colin Powell  said Wednesday in a claim that could increase fears about  Tehran's nuclear activities.",71,1
"Santander Posts 64 Percent Profit Rise Santander Central Hispano SA said Wednesday that net profit for the third quarter nearly doubled to euro1.17 billion (\$1.49 billion), with much of the gain coming from the sale of its stake in the Royal Bank of Scotland.",60,0
Israel settlers row at crisis point Israel #39;s parliament will today begin debating bitterly opposed legislation to remove Jewish settlers from the Gaza Strip next year ahead of a vote that could force a major realignment of Israeli politics.,46,1
"Afghan militants demand 26 pisoners Militants holding three foreign UN workers Sunday gave Afghan officials a list of 26 prisoners whom they want released, with Tuesday the new deadline.",39,1
"Washington Post Endorses Kerry \\I really like how the Washington Post cites their endorsement of Kerry :\\""EXPERTS TELL US that most voters have had no difficulty making up their minds\in this year's presidential election. Half the nation is passionately for\George W. Bush, the pollsters say, and half passionately for John F. Kerry --\or, at least, passionately against Mr. Bush. We have not been able to share in\this passion, nor in the certainty. As readers of this page know, we find much\to criticize in Mr. Bush's term but also more than a few things to admire. We\find much to admire in Mr. Kerry's life of service, knowledge of the world and\positions on a range of issues -- but also some things that give us pause. On\ba ...\\",173,0
"Foreign aid workers in Iraq plan pull out: World News Baghdad, Sep 9 : Foreign aid workers in Iraq are planning to leave the war-torn country since the kidnapping of two Italian women aid workers, Xinhua reports Thursday.",46,1
"Ruud and Roy Special MUCH as Ruud van Nistelrooy (left) enjoys playing in the Champions League, Sir Alex Ferguson enjoys seeing his star striker perform like he did against Sparta Prague.",41,0
"Computer glitch delays Air Canada departures After splashing out with Celine Dion concerts and parties for staff, it was as if Air Canada woke with a hangover Wednesday morning, when the reservation computer crashed.",38,0
"It #39;s AMD Inside AMD has been the perennial underdog to behemoth Intel. Noe AMD is challenging Intel with a new class of microprocessors. This time, it #39;s Intel is having to play catch-up.",51,0
"Oil Could Help Japan Resolve Territorial Fight With Russia Wearing a white windbreaker to protect him from the Siberian wind, Prime Minister Junichiro Koizumi stood on the bridge of a Japanese Coast Guard patrol boat on Thursday ",44,1
Crude Futures Trade Above \$49 After Norwegian Supply Snag Crude oil futures rose to within a quarter of \$50 a barrel Monday after a gas leak shut down a North Sea oil production platform and as traders weighed concerns about heating oil supplies against the fact that temperatures have been mild in recent weeks.,61,0
"Kutluay lit up US Olympic team Seattle SuperSonics: The Sonics signed Turkish shooting guard Ibrahim Kutluay, who lit up the United States Olympic team in a pair of exhibition games this summer.",43,0
"Oracle wins antitrust case Judge rejects Justice Department charges, allowing Oracle's hostile bid for PeopleSoft to continue.",23,0
"Teen accused of making threats about school, possessing weapons A 17-year-old was arraigned Friday after authorities received a tip from a Washington State University police officer that he was making threats in an online ",43,0
"Liberia violence sparks daylight curfew MONROVIA, LIBERIA - The capital of Liberia is under curfew Friday following an outbreak of violence that reportedly left churches and a mosque in flames.",37,1
"Blair set to face unions' wrath as TUC kicks off annual conference (AFP) AFP - Britain's trade unions opened their annual conference amid threats of strike action ahead of a general election expected in 2005, urging Prime Minister Tony Blair's government to tackle concerns about pensions and job cuts.",64,1
"Heaps happy with central role FOXBOROUGH -- Jay Heaps started 21 games before losing his position with the Revolution. But Heaps returned to central defense last night as the Revolution took a 6-1 victory over Colorado, their highest goal total in a Major League Soccer match.",60,0
"Argos rule weekly CFL awards CBC SPORTS ONLINE - Led by linebacker Mike O #39;Shea and kick return specialist Bashir Levingston, the Toronto Argonauts dominated voting for this week #39;s CFL player of the week awards.",51,0
"Karzai braves rally outside Kabul Afghan leader Hamid Karzai holds his only campaign rally outside Kabul, four days ahead of presidential polls.",28,1
"Delta stocks soar after optimism on talks A pay cut deal between Delta Air Lines and its pilots union didn #39;t materialize Tuesday, though investors apparently think the airline #39;s chances of sidestepping bankruptcy are improving.",49,0
"The Firefox Surge NEW YORK - A sudden, measurable decline in market share in any product over the course of a few months says something, even if that product is one whose producer still holds about 90 of the market in question.",48,0
"AP: Kerry Fund-Raisers, S. Korean Spy Met (AP) AP - A South Korean embassy official who met with John Kerry fund-raisers to talk about creating a political group for Korean-Americans was in fact a spy for his country, raising concerns among U.S. officials that he or Seoul may have tried to influence the fall presidential election.",74,1
Google to back Microsoft browser foe? The Web is filling up with rumors about an alliance between search giant and browser maker Firefox. LONDON (Reuters) - The Firefox browser is looking for allies in its quest to challenge Microsoft #39;s dominant ,51,0
"CalPERS: Corporate Reformer Under Fire The California Public Employees' Retirement System, a state agency that used its power to influence corporations",27,0
"French minister is dispatched to seek release of reporters PARIS -- President Jacques Chirac dispatched his foreign minister to the Middle East yesterday to work for the release of two French reporters abducted in Iraq, vowing to spare no effort to free them from kidnappers demanding that France scrap its ban on Islamic headscarves in state schools.",65,1
Website: Iraqi Militants Kill Turkish Hostage Islamic militants in Iraq apparently have killed a Turkish man whom they took hostage last month. Mr. Kumdereli was abducted with another Turkish truck driver in mid-August.,44,1
"Japanese Bonds Drop as US Sales Figures Cool Export Concern Japanese 10-year bonds fell after a US report showed retail sales rose more than economists expected last month, damping concern demand for Japan #39;s goods will slow.",48,0
"Davenport, Myskina Win in Filderstadt  FILDERSTADT, Germany (Reuters) - The top four seeds reached  the semi-finals of the Filderstadt Grand Prix Friday, with only  French Open champion Anastasia Myskina being taken to three  sets.",59,0
"Michigan State Blows Out No. 19 Minnesota (AP) AP - Drew Stanton passed for 308 yards and ran for 102 more, setting a school record for total offense, to lead Michigan State to a 51-17 victory over No. 19 Minnesota on Saturday.",66,0
"MLB will call shots for club in offseason Major League Baseball, which has operated the Montreal Expos the past three seasons, likely still will make the personnel and roster decisions for the team that will play at RFK ",43,0
"Abbas calls for end to violence Mahmoud Abbas, the favourite to succeed Yasser Arafat as Palestinian leader, has called on his people to stop fighting Israel. Mr Abbas said Palestinians had a legitimate right  quot;to express their rejection of the occupation by popular and social means quot;.",57,1
"Stocks Dive on Morgan Stanley, Oil Reports NEW YORK - Stocks tumbled Wednesday as investors saw a surge in oil prices and disappointing earnings from Morgan Stanley as a reason to collect profits from gains of the last month. The Dow Jones industrial average dropped 135 points, and all three major indexes saw their biggest losses since early August...",67,1
"George Solomon In a career that spanned 75 years of writing for The Washington Post, the late columnist Shirley Povich covered some of the most memorable sporting events of the century.",37,0
NHL players still oppose salary cap An overwhelming majority of NHL players who expressed their opinion in a poll said they would not support a salary cap even if it meant saving a season that was supposed to have started Oct. 13.,47,0
"Gassee: PalmSource Names Apple Ex-Exec To Replace Benhamou PalmSource (nasdaq: PSRC - news - people ) said Tuesday that it named Jean-Louis Gassee, 60, as chairman. He #39;ll take the mantle from the retiring Eric Benhamou, 48--who also has the chair at 3Com (nasdaq: COMS - news - people ).",88,0
"Apple's Tokyo store turns one year old (MacCentral) MacCentral - It's a little after 5 p.m. on a Friday evening in early December and Apple Computer Inc.'s store in Tokyo's Ginza district is bustling. The store opened just over a year ago as Apple's first retail location outside of the U.S. and it's a been a good year, said the manager of the company's Japanese retail operations in an recent interview.",101,0
"Historic Cuban Church Begins Construction (AP) AP - Following a procession through the streets of the city's historic district, religious figures and Cuban government officials on Sunday laid down the first stone of what will become the island's first-ever Russian Orthodox church.",53,1
"Delta Pilots Tell Negotiators to Get Pact  NEW YORK (Reuters) - Delta Air Lines Inc.'s pilots union on  Tuesday ordered its negotiators to strike a deal with the  carrier to address the possible retirement of a large number of  pilots, which could lead to grounded flights and push Delta  toward bankruptcy.",65,0
Conrad Black quits Hollinger Inc. TORONTO Conrad Black stepped aside today as head of the Toronto-based holding company that has voting control over Chicago-based newspaper publisher Hollinger International.,37,0
The aftermath of the Grozny bomb Russian President Vladimir Putin has made a surprise visit to wartorn Chechnya ahead of presidential elections next week. He laid a wreath at the grave of the province #39;s recently assassinated Russian-backed leader.,52,1
